,itemList
1,sausage,whole milk,semi-finished bread,yogurt
2,whole milk,pastry,salty snack
167,pip fruit,soda
168,curd,soda
169,sweet spreads,butter
170,rolls/buns,tropical fruit
171,rolls/buns,condensed milk,whole milk,soda
172,specialty bar,margarine
173,butter,whole milk
174,white bread,candy
175,frankfurter,herbs
176,waffles,beverages
177,pasta,yogurt,cat food
178,house keeping products,yogurt
179,whipped/sour cream,hygiene articles
180,UHT-milk,other vegetables,dishes
181,meat,whole milk
182,hamburger meat,bottled beer
183,pork,coffee,frozen vegetables
184,shopping bags,shopping bags
185,fish,tropical fruit,red/blush wine,cream cheese
186,other vegetables,soda,rolls/buns,dishes
187,tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products
188,soda,whole milk
189,root vegetables,grapes
190,frankfurter,whipped/sour cream
191,bottled water,chewing gum
192,chicken,beverages,coffee
193,pork,other vegetables,yogurt,shopping bags,soft cheese,detergent
194,butter,dog food
195,beef,shopping bags
196,soda,hamburger meat
197,butter milk,yogurt,yogurt,margarine
198,waffles,rolls/buns
199,whole milk,sugar
200,soda,soda
201,chicken,frozen vegetables
202,other vegetables,whole milk
203,hamburger meat,pastry
204,soda,fruit/vegetable juice
205,photo/film,other vegetables
206,bottled beer,oil
207,frankfurter,citrus fruit,margarine
208,bottled water,yogurt,newspapers,soda
209,pork,white wine
210,pip fruit,other vegetables
211,ham,whole milk
212,whipped/sour cream,meat spreads
213,salty snack,pickled vegetables
214,soda,domestic eggs,sliced cheese,soda
215,tropical fruit,UHT-milk
216,chicken,other vegetables
217,yogurt,root vegetables
218,sausage,bottled water
219,root vegetables,other vegetables
220,sausage,salty snack,cling film/bags
221,dessert,spread cheese
222,soda,fruit/vegetable juice,bottled beer
223,beef,chocolate
224,beverages,dessert
225,whipped/sour cream,hard cheese
226,whole milk,tropical fruit,root vegetables,Instant food products,margarine
227,tropical fruit,whole milk,other vegetables,long life bakery product
228,other vegetables,yogurt,whole milk,butter,shopping bags
229,whole milk,sauces
230,ham,whipped/sour cream,ketchup
231,white bread,frozen fruits
232,rolls/buns,candy
233,whole milk,citrus fruit
234,cream cheese,rolls/buns
235,long life bakery product,root vegetables,other vegetables
236,root vegetables,whole milk
237,frankfurter,tropical fruit
238,tropical fruit,whole milk,long life bakery product,rum
239,hamburger meat,soda
240,red/blush wine,frozen fish
241,beef,dessert
242,tropical fruit,rolls/buns
243,whole milk,other vegetables
244,root vegetables,bottled beer
245,oil,shopping bags
246,rolls/buns,tropical fruit,coffee,chocolate
247,whole milk,tropical fruit
248,hamburger meat,pork
249,soda,yogurt
250,pork,spread cheese
251,salt,domestic eggs
252,pork,rolls/buns
253,brown bread,fruit/vegetable juice
254,bottled beer,tropical fruit,sliced cheese,dishes
255,cream cheese,newspapers
256,citrus fruit,red/blush wine
257,yogurt,roll products,fruit/vegetable juice
258,ham,other vegetables
259,frankfurter,canned beer
260,brown bread,salt
261,yogurt,bottled water,domestic eggs
262,finished products,brown bread,dishes
263,pip fruit,curd,pip fruit,prosecco
264,fruit/vegetable juice,flower (seeds)
265,misc. beverages,instant coffee
266,detergent,candy
267,semi-finished bread,ketchup
268,oil,shopping bags
269,UHT-milk,canned fish
270,frankfurter,citrus fruit,bottled water,fruit/vegetable juice
271,frankfurter,frozen meals,dishes
272,pip fruit,rolls/buns
273,frankfurter,chicken,butter,bottled water
274,ham,whole milk,whole milk,coffee
275,sausage,brown bread
276,sausage,butter,bottled water
277,pastry,pasta
278,white bread,brown bread
279,canned beer,rolls/buns,artif. sweetener,soda
280,rolls/buns,root vegetables
281,other vegetables,butter
282,tropical fruit,soda
283,chicken,soda
284,frankfurter,curd,white bread,rolls/buns,coffee
285,red/blush wine,bottled water,sweet spreads
286,rolls/buns,onions,napkins
287,root vegetables,frozen vegetables,pet care
288,canned beer,soda
289,tropical fruit,whole milk
290,coffee,butter milk
291,beverages,yogurt
292,specialty bar,tropical fruit,yogurt,bottled beer,baking powder
293,other vegetables,frankfurter,newspapers,whole milk,pastry
294,beef,margarine,other vegetables
295,bottled water,hygiene articles
296,specialty chocolate,soda,bathroom cleaner
297,hamburger meat,whole milk
298,pork,sliced cheese
299,pip fruit,other vegetables
300,root vegetables,citrus fruit
301,other vegetables,shopping bags,soda
302,yogurt,newspapers
303,other vegetables,beef,soda,curd,butter
304,canned beer,herbs,margarine
305,rolls/buns,soda
306,rolls/buns,citrus fruit
307,ice cream,whipped/sour cream
308,ham,white bread
309,herbs,pot plants,cake bar
310,soda,flower (seeds),jam
311,sausage,pip fruit,chocolate
312,specialty chocolate,white bread
313,whole milk,whole milk
314,other vegetables,whole milk
315,sausage,beverages
316,coffee,berries
317,yogurt,berries
318,tropical fruit,meat,other vegetables,domestic eggs,baking powder
319,whole milk,hard cheese
320,yogurt,sauces
321,ice cream,whole milk
322,sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry
323,beef,yogurt
324,root vegetables,soda,specialty bar,other vegetables,frozen vegetables
325,rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water
326,yogurt,newspapers
327,photo/film,shopping bags
328,frankfurter,other vegetables,bottled beer
329,dessert,domestic eggs
330,tropical fruit,soda
331,newspapers,salty snack
332,pasta,whole milk,waffles
333,chocolate marshmallow,other vegetables
334,whole milk,brown bread
335,hamburger meat,detergent,flour
336,sausage,tropical fruit,misc. beverages,root vegetables
337,sausage,whole milk
338,yogurt,shopping bags
339,packaged fruit/vegetables,bottled water,pork,domestic eggs
340,pickled vegetables,flour
341,pip fruit,fruit/vegetable juice
342,sausage,whole milk,cake bar
343,frankfurter,whipped/sour cream,bottled water
344,hard cheese,whole milk
345,shopping bags,root vegetables
346,whipped/sour cream,curd,shopping bags
347,tropical fruit,whole milk,soda,curd
348,rolls/buns,shopping bags,cat food
349,tropical fruit,candy
350,citrus fruit,dessert
351,root vegetables,frozen vegetables,bottled water,cat food
352,tropical fruit,citrus fruit,yogurt,frankfurter,specialty chocolate,hard cheese,whole milk,canned beer
353,canned beer,napkins,rolls/buns
354,grapes,other vegetables
355,spread cheese,pork
356,pip fruit,brown bread
357,root vegetables,instant coffee
358,whole milk,yogurt
359,hamburger meat,pasta
360,soda,hygiene articles,grapes,pudding powder,butter milk,butter
361,brown bread,sparkling wine
362,rolls/buns,other vegetables,whipped/sour cream
363,whole milk,processed cheese
364,candy,white wine
365,root vegetables,frozen vegetables
366,other vegetables,white bread,detergent
367,yogurt,beverages,brown bread
368,cream,yogurt
369,chicken,pastry,candles
370,waffles,hygiene articles,tea
371,ice cream,herbs
372,domestic eggs,yogurt
373,pork,whole milk
374,yogurt,root vegetables
375,yogurt,other vegetables,rolls/buns,herbs
376,other vegetables,white bread
377,bottled water,yogurt,tropical fruit,whole milk
378,whole milk,pastry
379,onions,newspapers
380,beef,specialty fat,newspapers
381,rolls/buns,semi-finished bread
382,shopping bags,rolls/buns
383,citrus fruit,misc. beverages
384,liver loaf,chicken,rolls/buns,spread cheese,shopping bags
385,citrus fruit,misc. beverages
386,pastry,canned beer,whipped/sour cream,grapes
387,salty snack,pastry,oil
388,frozen potato products,specialty cheese
389,brown bread,whole milk,shopping bags
390,curd,sugar
391,chocolate,whole milk
392,pip fruit,salty snack,pastry
393,pip fruit,margarine
394,citrus fruit,frozen vegetables,margarine
395,bottled water,chocolate
396,pastry,baking powder,butter,margarine,curd,dishes
397,whole milk,soda
398,pickled vegetables,liquor
399,margarine,yogurt
400,soda,salty snack
401,ham,yogurt
402,beef,semi-finished bread
403,bottled water,flour,sugar
404,whole milk,frozen vegetables,soda,UHT-milk
405,other vegetables,whipped/sour cream
406,dish cleaner,ice cream,jam,newspapers
407,pork,pudding powder,domestic eggs
408,curd,canned beer
409,whole milk,yogurt,newspapers
410,bottled beer,specialty bar,baking powder
411,root vegetables,citrus fruit
412,chocolate,brown bread,salty snack
413,chicken,shopping bags
414,root vegetables,shopping bags
415,misc. beverages,UHT-milk,white bread
416,dog food,sausage,dessert,shopping bags
417,whipped/sour cream,yogurt
418,other vegetables,yogurt
419,turkey,root vegetables
420,other vegetables,butter
421,brown bread,butter milk,canned vegetables,soda
422,chicken,bottled water
423,brown bread,soda
424,other vegetables,cream cheese,liquor,root vegetables,newspapers,hard cheese
425,frankfurter,rolls/buns
426,other vegetables,napkins
427,other vegetables,zwieback
428,newspapers,white bread,rolls/buns,beverages
429,meat,whole milk,whipped/sour cream
430,house keeping products,rolls/buns,pickled vegetables,curd
431,whole milk,hair spray,butter,pastry
432,ham,yogurt
433,bottled beer,frozen vegetables,sliced cheese
434,pip fruit,processed cheese,canned beer
435,berries,condensed milk
436,grapes,whole milk
437,soda,UHT-milk,newspapers,white bread
438,citrus fruit,brown bread
439,tropical fruit,sugar
440,pastry,condensed milk,rice,tropical fruit,chocolate marshmallow
441,meat,other vegetables
442,other vegetables,specialty bar
443,coffee,shopping bags
444,bottled water,citrus fruit
445,root vegetables,frozen vegetables
446,chicken,dishes
447,pip fruit,whole milk
448,frozen vegetables,rolls/buns,cling film/bags
449,rolls/buns,oil,yogurt
450,pork,soda,canned vegetables
451,yogurt,soda
452,bottled beer,hygiene articles
453,popcorn,citrus fruit
454,sausage,pastry
455,root vegetables,margarine,rolls/buns
456,rolls/buns,margarine
457,condensed milk,shopping bags
458,newspapers,pork,root vegetables,napkins
459,misc. beverages,whole milk,long life bakery product
460,rolls/buns,whipped/sour cream
461,frankfurter,rolls/buns,shopping bags,margarine
462,other vegetables,butter,pastry,UHT-milk
463,citrus fruit,soda
464,soda,roll products
465,liquor,domestic eggs
466,specialty bar,soda,frozen vegetables,frozen vegetables
467,frankfurter,white bread
468,meat,coffee
469,tea,yogurt,shopping bags,brown bread
470,flower (seeds),white wine
471,cream cheese,specialty chocolate
472,whole milk,baking powder
473,grapes,frozen meals,flower (seeds)
474,tropical fruit,cream cheese,cream cheese
475,yogurt,softener
476,bottled water,frankfurter,dessert,root vegetables
477,margarine,soda
478,other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack
479,soda,whole milk
480,bottled beer,whole milk
481,coffee,shopping bags,shopping bags
482,sausage,rolls/buns,rice
483,pork,whole milk,napkins
484,yogurt,pastry
485,curd,domestic eggs
486,cream cheese,newspapers
487,other vegetables,oil
488,pastry,brown bread,yogurt
489,hard cheese,butter
490,whole milk,other vegetables
491,sausage,shopping bags,soda,butter,dessert,soda
492,herbs,citrus fruit
493,root vegetables,butter milk
494,instant coffee,shopping bags
495,tropical fruit,other vegetables
496,other vegetables,beef
497,citrus fruit,flower (seeds)
498,rolls/buns,fruit/vegetable juice
499,tropical fruit,butter milk,brown bread
500,tropical fruit,whole milk
501,nut snack,canned beer
502,whole milk,other vegetables,other vegetables,sugar
503,rolls/buns,butter milk
504,citrus fruit,napkins
505,whole milk,root vegetables
506,tropical fruit,soft cheese
507,tropical fruit,misc. beverages
508,pork,pickled vegetables
509,rolls/buns,brown bread,canned beer
510,pip fruit,other vegetables,cling film/bags
511,photo/film,frankfurter,other vegetables,curd,waffles
512,berries,white bread
513,rolls/buns,whole milk,soda
514,tropical fruit,yogurt
515,cat food,rolls/buns
516,chicken,brown bread
517,other vegetables,napkins
518,newspapers,soups
519,rolls/buns,soda
520,UHT-milk,soda
521,pork,soda
522,oil,pickled vegetables
523,soda,whole milk,whole milk,sugar
524,misc. beverages,spread cheese
525,canned beer,fish
526,hard cheese,root vegetables,white bread
527,chicken,domestic eggs,white bread
528,soda,whipped/sour cream
529,pork,domestic eggs
530,root vegetables,coffee
531,meat,whole milk
532,bottled beer,soda
533,brown bread,other vegetables
534,tropical fruit,root vegetables
535,frozen vegetables,pip fruit,root vegetables,cereals
536,yogurt,soda,yogurt
537,other vegetables,berries,candy,sliced cheese
538,curd,soft cheese
539,bottled water,shopping bags,waffles
540,whole milk,bottled beer
541,pork,margarine
542,specialty chocolate,canned fish
543,soda,whole milk
544,frozen meals,detergent
545,pork,yogurt
546,yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese
547,soda,other vegetables
548,root vegetables,soda,long life bakery product
549,soda,other vegetables
550,pork,tropical fruit
551,soda,bottled beer,chicken,yogurt
552,seasonal products,frozen vegetables,yogurt
553,canned beer,sugar
554,pip fruit,berries
555,long life bakery product,rolls/buns,UHT-milk,bottled water
556,other vegetables,fruit/vegetable juice
557,berries,pip fruit,pastry
558,curd,soft cheese
559,pork,domestic eggs
560,soda,frozen meals
561,curd cheese,soda
562,whole milk,rolls/buns
563,butter,ice cream
564,chicken,cake bar
565,frankfurter,soft cheese,mustard
566,tropical fruit,rolls/buns,canned beer,dish cleaner
567,chewing gum,whole milk,bottled beer,ready soups
568,whole milk,grapes
569,female sanitary products,rolls/buns
570,citrus fruit,sausage,whole milk,canned beer
571,root vegetables,other vegetables,frozen vegetables
572,frankfurter,brandy
573,whole milk,sausage,pet care,yogurt
574,whole milk,house keeping products
575,berries,other vegetables
576,beef,curd,frozen meals
577,tropical fruit,UHT-milk,napkins,whole milk
578,rolls/buns,other vegetables,butter,root vegetables,rolls/buns
579,whole milk,bottled water
580,yogurt,citrus fruit
581,whole milk,cream cheese
582,citrus fruit,soda
583,citrus fruit,light bulbs
584,frozen vegetables,domestic eggs
585,pip fruit,tropical fruit,mustard
586,domestic eggs,beef,coffee,bottled beer
587,shopping bags,frozen meals
588,yogurt,whole milk
589,whole milk,root vegetables
590,butter,chewing gum
591,other vegetables,yogurt,whole milk,spread cheese
592,beef,newspapers,bottled beer
593,white bread,yogurt
594,red/blush wine,salty snack
595,canned beer,berries,male cosmetics,fruit/vegetable juice
596,misc. beverages,coffee
597,canned beer,citrus fruit
598,whole milk,beef,citrus fruit,newspapers,bottled water
599,white bread,frozen vegetables
600,sausage,bottled water
601,whole milk,root vegetables,canned vegetables
602,other vegetables,sliced cheese
603,pork,packaged fruit/vegetables,chocolate
604,curd,spices
605,beef,house keeping products
606,frozen vegetables,whole milk
607,root vegetables,brown bread
608,bottled water,tropical fruit
609,coffee,domestic eggs
610,rolls/buns,other vegetables
611,sweet spreads,herbs,long life bakery product
612,frankfurter,frozen vegetables
613,bottled beer,whole milk,UHT-milk,chocolate
614,other vegetables,rolls/buns
615,napkins,napkins
616,cake bar,bottled beer
617,waffles,whole milk,other vegetables,white bread
618,finished products,newspapers,whipped/sour cream
619,soda,detergent
620,soda,margarine
621,liquor,bottled water
622,napkins,cleaner
623,pip fruit,whipped/sour cream
624,whole milk,sparkling wine
625,whole milk,canned beer
626,chocolate,shopping bags
627,chicken,pip fruit
628,citrus fruit,whipped/sour cream
629,whole milk,turkey,pork,dog food,rolls/buns,soda,bottled water,bottled water
630,specialty chocolate,beverages
631,soda,whipped/sour cream
632,other vegetables,soda
633,brown bread,pasta
634,bottled water,onions
635,rolls/buns,margarine
636,hard cheese,rolls/buns
637,specialty bar,newspapers
638,bottled beer,fruit/vegetable juice,rolls/buns
639,baking powder,pickled vegetables
640,pip fruit,whipped/sour cream
641,citrus fruit,syrup
642,root vegetables,cling film/bags
643,rolls/buns,soft cheese,fruit/vegetable juice
644,pasta,oil
645,citrus fruit,brown bread,specialty chocolate
646,bottled water,yogurt,beef,berries,chocolate,butter
647,hamburger meat,other vegetables
648,whole milk,citrus fruit,shopping bags,white wine,soda,yogurt
649,pastry,other vegetables
650,frozen potato products,domestic eggs,curd cheese
651,whole milk,tropical fruit
652,hard cheese,sugar,bottled water
653,soda,whole milk
654,tropical fruit,other vegetables
655,rolls/buns,canned beer,brown bread,dessert
656,tropical fruit,shopping bags
657,bottled water,chocolate,jam
658,other vegetables,ice cream,pork,salt
659,oil,coffee
660,cereals,soda
661,chicken,frozen meals,napkins
662,citrus fruit,white bread
663,frozen potato products,whole milk
664,bottled beer,oil,whole milk,dishes
665,sausage,root vegetables
666,white bread,mayonnaise
667,candy,baking powder,canned fish
668,butter,mustard
669,beef,butter milk
670,hamburger meat,pip fruit
671,rolls/buns,red/blush wine
672,ice cream,hamburger meat,shopping bags,whole milk,soft cheese
673,root vegetables,ham,butter,brown bread,pastry,spread cheese
674,sausage,domestic eggs
675,sausage,bottled beer,dessert,butter,cream cheese,other vegetables,canned beer,brown bread
676,root vegetables,sweet spreads
677,beef,whole milk,newspapers
678,beef,whole milk,frozen meals
679,pip fruit,specialty bar,chocolate
680,frankfurter,canned beer
681,ice cream,chewing gum
682,soda,detergent
683,white bread,domestic eggs
684,other vegetables,whole milk,canned fruit
685,soda,butter
686,soda,soda
687,citrus fruit,domestic eggs
688,other vegetables,onions,shopping bags
689,other vegetables,bottled beer
690,butter milk,cleaner,bottled water
691,whole milk,rolls/buns,soda
692,tropical fruit,dessert
693,bottled beer,sliced cheese
694,pip fruit,rolls/buns,soda
695,bottled water,soda
696,hamburger meat,bottled beer
697,other vegetables,meat spreads
698,canned beer,root vegetables
699,sparkling wine,waffles
700,whipped/sour cream,specialty chocolate
701,root vegetables,root vegetables
702,berries,white bread
703,hamburger meat,citrus fruit,specialty chocolate,other vegetables
704,brown bread,pastry
705,butter,seasonal products,fruit/vegetable juice
706,soda,shopping bags
707,citrus fruit,root vegetables
708,butter,coffee,soda,pastry
709,whole milk,bottled water,honey
710,pip fruit,napkins
711,butter,shopping bags
712,whole milk,soft cheese
713,finished products,liquor
714,domestic eggs,newspapers
715,pip fruit,shopping bags
716,mayonnaise,candy,rolls/buns,bottled beer
717,sausage,chocolate
718,pip fruit,waffles
719,root vegetables,citrus fruit,root vegetables,misc. beverages,sliced cheese,packaged fruit/vegetables,yogurt,whipped/sour cream
720,citrus fruit,yogurt
721,whole milk,brown bread
722,beef,whipped/sour cream
723,citrus fruit,napkins
724,frozen fish,specialty chocolate
725,other vegetables,specialty chocolate,newspapers
726,rolls/buns,whole milk,white bread,popcorn
727,grapes,rolls/buns
728,beverages,sausage
729,sugar,canned vegetables,flour,bottled water,salty snack
730,candy,dessert,rolls/buns,canned fish
731,brown bread,detergent
732,citrus fruit,root vegetables
733,candles,whole milk
734,misc. beverages,coffee
735,coffee,oil
736,yogurt,rolls/buns
737,soda,curd cheese,root vegetables,semi-finished bread
738,yogurt,roll products
739,soda,beverages
740,root vegetables,yogurt
741,rolls/buns,pastry
742,sliced cheese,pip fruit
743,whole milk,waffles
744,softener,chocolate
745,grapes,chicken,bottled beer,root vegetables
746,yogurt,whole milk,yogurt,chewing gum
747,whole milk,oil
748,white bread,bottled water,ready soups,curd
749,pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener
750,tropical fruit,hygiene articles,candles
751,sausage,cat food
752,frankfurter,whole milk
753,ham,pickled vegetables,shopping bags
754,whole milk,yogurt,semi-finished bread
755,tropical fruit,butter milk
756,rolls/buns,frozen meals
757,shopping bags,misc. beverages
758,pork,beef,yogurt
759,soft cheese,bottled water
760,ham,brown bread
761,sausage,dessert
762,yogurt,shopping bags
763,fruit/vegetable juice,long life bakery product,specialty cheese
764,specialty bar,whole milk
765,UHT-milk,other vegetables
766,rolls/buns,tropical fruit,salty snack,specialty bar
767,butter,margarine
768,finished products,domestic eggs
769,frankfurter,butter,specialty bar,yogurt
770,tropical fruit,cat food
771,beef,domestic eggs
772,root vegetables,other vegetables
773,tropical fruit,salt
774,citrus fruit,bottled beer
775,chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers
776,domestic eggs,fruit/vegetable juice
777,syrup,waffles
778,meat,chicken,yogurt,pip fruit
779,pip fruit,other vegetables,semi-finished bread,sliced cheese
780,sauces,yogurt
781,grapes,root vegetables,shopping bags
782,canned beer,brown bread
783,whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit
784,citrus fruit,long life bakery product
785,turkey,onions
786,whole milk,dog food,pastry
787,whole milk,sugar
788,citrus fruit,grapes,bottled water
789,other vegetables,fruit/vegetable juice
790,tropical fruit,rolls/buns,frozen fish
791,meat,cling film/bags,curd
792,tropical fruit,meat,whole milk,candles
793,pork,frozen meals
794,citrus fruit,citrus fruit
795,whole milk,sausage,yogurt,whole milk,butter
796,canned beer,brown bread
797,red/blush wine,instant coffee
798,sausage,pasta
799,frankfurter,ice cream
800,canned beer,margarine,chocolate
801,pastry,waffles
802,rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care
803,sugar,bottled water
804,condensed milk,onions
805,canned beer,coffee
806,citrus fruit,semi-finished bread,yogurt
807,packaged fruit/vegetables,flour
808,ham,rum
809,citrus fruit,butter,UHT-milk
810,sausage,specialty chocolate
811,UHT-milk,cooking chocolate
812,photo/film,brown bread
813,shopping bags,whole milk,whole milk,whole milk,detergent,flour
814,dessert,sliced cheese,bottled beer,other vegetables
815,butter milk,soda,seasonal products
816,pastry,rolls/buns
817,whole milk,curd
818,white bread,jam
819,hard cheese,pastry
820,beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs
821,yogurt,whipped/sour cream
822,photo/film,beverages,bottled beer
823,ham,whipped/sour cream,newspapers
824,mustard,brown bread
825,beef,white bread,frozen potato products
826,canned beer,sliced cheese
827,soda,canned beer
828,ham,domestic eggs
829,frankfurter,pastry,misc. beverages
830,soda,butter milk,soda
831,whole milk,other vegetables
832,sausage,root vegetables
833,white wine,photo/film,whipped/sour cream
834,hard cheese,soda
835,ice cream,onions
836,pork,sliced cheese,flour
837,grapes,detergent
838,yogurt,margarine
839,rolls/buns,bottled beer
840,pasta,canned beer
841,butter,grapes,bottled water
842,butter milk,other vegetables
843,rolls/buns,whipped/sour cream,waffles,rolls/buns,margarine,soda,salty snack,soda,canned beer
844,other vegetables,rolls/buns
845,chicken,whole milk
846,UHT-milk,curd
847,whipped/sour cream,shopping bags
848,yogurt,shopping bags,coffee
849,root vegetables,margarine,bottled water
850,salty snack,root vegetables
851,curd,pastry
852,canned beer,bottled beer
853,other vegetables,curd,abrasive cleaner
854,butter,roll products
855,shopping bags,waffles
856,bottled water,soda
857,condensed milk,other vegetables
858,dog food,processed cheese
859,sausage,sausage,bottled beer,spread cheese
860,newspapers,pip fruit,dishes
861,whole milk,cling film/bags
862,beverages,sugar
863,cleaner,misc. beverages
864,pork,other vegetables,cream cheese
865,butter milk,hard cheese
866,citrus fruit,other vegetables
867,rolls/buns,hard cheese
868,ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar
869,frankfurter,margarine
